t,src,I,Tr
1998.679999999983,4980725.517418846,144263.99016595286,75741.42342468156
1998.719999999983,5046994.316624244,146586.34098324142,77323.72123975358
1998.759999999983,5114143.189543533,148946.32848053708,78931.48881746295
1998.799999999983,5182183.796284413,151344.56663371637,80565.1388968908
1998.8399999999829,5251127.950971202,153781.6794994144,82225.09094972463
1998.8799999999828,5320987.623771216,156258.30138159005,83911.77129079157
1998.9199999999828,5391774.942947668,158775.07700086074,85625.6131904179
1998.9599999999828,5463502.196939443,161332.66166665283,87367.05698864521
1998.9999999999827,5536181.836468081,163931.7214522147,89136.55021133389
1999.0399999999827,5609826.476672337,166572.93337254052,90934.54768818553
1999.0799999999826,5684448.89927067,169256.98556525336,92761.5116727161
1999.1199999999826,5760062.054752014,171984.57747449738,94617.9119642122
1999.1599999999826,5836679.064595226,174756.42003788895,96504.22603170358
1999.1999999999825,5914313.223517551,177573.23587657852,98420.9391399854
1999.2399999999825,5992978.001752499,180435.75948847478,100368.54447772416
1999.2799999999825,6072687.0473575145,183344.7374446845,102347.54328768227
1999.3199999999824,6153454.188551826,186300.92858922144,104358.44499909627
1999.3599999999824,6235293.436084859,189305.10424203952,106401.76736224467
1999.3999999999824,6318218.985635616,192358.0484054456,108478.03658524177
1999.4399999999823,6402245.22024343,195460.55797394845,110587.78747309459
1999.4799999999823,6487386.712770486,198613.44294760187,112731.56356906051
1999.5199999999822,6573658.228396534,201817.52664889995,114909.917298344
1999.5599999999822,6661074.727146204,205073.64594328435,117123.41011417126
1999.5999999999822,6749651.366449351,208382.65146332403,119372.6126462826
1999.6399999999821,6839403.503734861,211745.4078366288,121658.10485188251
1999.679999999982,6930346.699058332,215162.79391755952,123980.47616908856
1999.719999999982,7022496.717764105,218635.70302279852,126340.32567292081
1999.759999999982,7115869.533182054,222165.04317084464,128738.26223387376
1999.799999999982,7210481.32935961,225751.73732549915,131174.90467911426
1999.839999999982,7306348.503829461,229396.72364340912,133650.88195634878
1999.879999999982,7403487.670413405,233100.95572573633,136166.83330040463
1999.9199999999819,7501915.662062808,236865.40287402112,138723.40840257058
1999.9599999999818,7601649.533736156,240691.05035031098,141321.26758274256
1999.9999999999818,7702706.56531417,244578.89964162622,143961.08196442117
2000.0399999999818,7805104.264844096,248529.7502370754,146643.53286338825
2000.0799999999817,7908860.372440863,252544.40427407384,149369.3095244007
2000.1199999999817,8013992.862509392,256623.89185262084,152139.11153566494
